transaction_id,card_number,fraud_type,reason
9142,4685133174110439,over_limit,Charge 3393.21 significantly exceeds electronics limit
9149,4638066176586563,test_charge,Probing charge 1 of 2
9150,4638066176586563,test_charge,Probing charge 2 of 2
9151,4638066176586563,test_charge,Main hit after probing IDs: [9149, 9150]
9197,4335055121885066,repeat_tx,Duplicate amount 43.56 (Repeat 1)
9198,4335055121885066,repeat_tx,Duplicate amount 43.56 (Repeat 2)
9199,4335055121885066,repeat_tx,Duplicate amount 43.56 (Repeat 3)
9200,4335055121885066,repeat_tx,Duplicate amount 43.56 (Repeat 4)
9231,4604908470073836,test_charge,Probing charge 1 of 1
9232,4604908470073836,test_charge,Main hit after probing IDs: [9231]
9250,4495500437391817,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
9251,4495500437391817,midnight_surge,Anomalous night activity at 2 AM (Tx 2)
9252,4495500437391817,midnight_surge,Anomalous night activity at 2 AM (Tx 3)
9291,4460735610781675,test_charge,Probing charge 1 of 2
9292,4460735610781675,test_charge,Probing charge 2 of 2
9293,4460735610781675,test_charge,Main hit after probing IDs: [9291, 9292]
9325,4035510796352102,drainer,Burst charge 1 of 7 (Velocity)
9326,4035510796352102,drainer,Burst charge 2 of 7 (Velocity)
9327,4035510796352102,drainer,Burst charge 3 of 7 (Velocity)
9328,4035510796352102,drainer,Burst charge 4 of 7 (Velocity)
9329,4035510796352102,drainer,Burst charge 5 of 7 (Velocity)
9330,4035510796352102,drainer,Burst charge 6 of 7 (Velocity)
9331,4035510796352102,drainer,Burst charge 7 of 7 (Velocity)
9396,4721364623093538,drainer,Burst charge 1 of 3 (Velocity)
9397,4721364623093538,drainer,Burst charge 2 of 3 (Velocity)
9398,4721364623093538,drainer,Burst charge 3 of 3 (Velocity)
9433,4826981162911846,drainer,Burst charge 1 of 8 (Velocity)
9434,4826981162911846,drainer,Burst charge 2 of 8 (Velocity)
9435,4826981162911846,drainer,Burst charge 3 of 8 (Velocity)
9436,4826981162911846,drainer,Burst charge 4 of 8 (Velocity)
9437,4826981162911846,drainer,Burst charge 5 of 8 (Velocity)
9438,4826981162911846,drainer,Burst charge 6 of 8 (Velocity)
9439,4826981162911846,drainer,Burst charge 7 of 8 (Velocity)
9440,4826981162911846,drainer,Burst charge 8 of 8 (Velocity)
9517,4076650665625880,over_limit,Charge 403.22 significantly exceeds pharmacy limit
9528,4460735610781675,location_jump,Jump to MS shortly after ID:9527
9536,4397143376318094,drainer,Burst charge 1 of 3 (Velocity)
9537,4397143376318094,drainer,Burst charge 2 of 3 (Velocity)
9538,4397143376318094,drainer,Burst charge 3 of 3 (Velocity)
9580,4856151602486894,location_jump,Jump to WV shortly after ID:9579
9624,4853415932637389,repeat_tx,Duplicate amount 63.01 (Repeat 1)
9625,4853415932637389,repeat_tx,Duplicate amount 63.01 (Repeat 2)
9635,4112785306800987,over_limit,Charge 872.31 significantly exceeds grocery limit
9649,4949790228719113,location_jump,Jump to IN shortly after ID:9648
9656,4037851852701583,test_charge,Probing charge 1 of 2
9657,4037851852701583,test_charge,Probing charge 2 of 2
9658,4037851852701583,test_charge,Main hit after probing IDs: [9656, 9657]
9660,4174364192330858,repeat_tx,Duplicate amount 85.17 (Repeat 1)
9661,4174364192330858,repeat_tx,Duplicate amount 85.17 (Repeat 2)
9662,4174364192330858,repeat_tx,Duplicate amount 85.17 (Repeat 3)
9702,4264653079074386,over_limit,Charge 354.66 significantly exceeds gas limit
9704,4414108625568530,test_charge,Probing charge 1 of 2
9705,4414108625568530,test_charge,Probing charge 2 of 2
9706,4414108625568530,test_charge,Main hit after probing IDs: [9704, 9705]
9736,4541787321146653,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
9746,4046649732226409,midnight_surge,Anomalous night activity at 3 AM (Tx 1)
9758,4723498564751010,test_charge,Probing charge 1 of 2
9759,4723498564751010,test_charge,Probing charge 2 of 2
9760,4723498564751010,test_charge,Main hit after probing IDs: [9758, 9759]
9791,4325147649385856,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
9807,4487172894141375,location_jump,Jump to NE shortly after ID:9806
9816,4037851852701583,over_limit,Charge 207.73 significantly exceeds gas limit
9825,4191701914420056,drainer,Burst charge 1 of 6 (Velocity)
9826,4191701914420056,drainer,Burst charge 2 of 6 (Velocity)
9827,4191701914420056,drainer,Burst charge 3 of 6 (Velocity)
9828,4191701914420056,drainer,Burst charge 4 of 6 (Velocity)
9829,4191701914420056,drainer,Burst charge 5 of 6 (Velocity)
9830,4191701914420056,drainer,Burst charge 6 of 6 (Velocity)
9910,4726877331816525,drainer,Burst charge 1 of 8 (Velocity)
9911,4726877331816525,drainer,Burst charge 2 of 8 (Velocity)
9912,4726877331816525,drainer,Burst charge 3 of 8 (Velocity)
9913,4726877331816525,drainer,Burst charge 4 of 8 (Velocity)
9914,4726877331816525,drainer,Burst charge 5 of 8 (Velocity)
9915,4726877331816525,drainer,Burst charge 6 of 8 (Velocity)
9916,4726877331816525,drainer,Burst charge 7 of 8 (Velocity)
9917,4726877331816525,drainer,Burst charge 8 of 8 (Velocity)
9995,4421783016602139,over_limit,Charge 5038.2 significantly exceeds electronics limit
